enrollment_id,student_id,course_id,grade
135667,48041,643,B
135668,39973,379,A
135669,12305,923,A
135670,17201,823,B
135671,33477,593,B
135672,10982,67,D
135673,5780,925,A
135674,10695,143,C
135675,25274,185,F
135676,44449,25,C
135677,11732,536,B
135678,6902,411,A
135679,1638,701,F
135680,39259,458,C
135681,5435,831,F
135682,9226,281,B
135683,32181,209,B
135684,38647,64,F
135685,34010,91,B
135686,49074,67,C
135687,4267,373,C
135688,4969,500,B
135689,37864,507,D
135690,23349,157,C
135691,32485,588,F
135692,22471,387,A
135693,38582,979,C
135694,18768,170,F
135695,28649,105,B
135696,34799,682,D
135697,7300,156,D
135698,426,791,A
135699,124,890,B
135700,45506,888,F
135701,6343,557,A
135702,23413,28,F
135703,41457,11,C
135704,20454,938,A
135705,40834,64,B
135706,45975,494,A
135707,15643,678,D
135708,46507,891,A
135709,7254,103,F
135710,36493,231,D
135711,6525,976,D
135712,12148,137,A
135713,46382,757,B
135714,12479,166,D
135715,22481,117,F
135716,5860,527,B
135717,18135,483,C
135718,15280,357,F
135719,2191,310,F
135720,3550,555,A
135721,22126,818,D
135722,5269,633,A
135723,9755,877,F
135724,17138,985,D
135725,19783,886,D
135726,29642,341,A
135727,17746,272,F
135728,36566,853,D
135729,14037,487,B
135730,32880,379,B
135731,30939,388,B
135732,22752,683,C
135733,27674,569,B
135734,3271,86,C
135735,13820,919,D
135736,30365,238,D
135737,22935,661,F
135738,6692,446,D
135739,25133,378,A
135740,38657,216,F
135741,33483,376,F
135742,6446,359,D
135743,12031,543,D
135744,5651,211,A
135745,22392,284,C
135746,35422,211,C
135747,18500,899,C
135748,4826,961,C
135749,47692,905,A
135750,18001,605,F
135751,45880,705,A
135752,13453,307,C
135753,39771,473,B
135754,46995,515,D
135755,4452,286,A
135756,7479,289,B
135757,7148,295,C
135758,34881,294,F
135759,9132,998,C
135760,31060,37,A
135761,32242,355,D
135762,18507,356,C
135763,18649,48,B
135764,17844,28,F
135765,47982,528,D
135766,24686,642,C
135767,35424,73,D
135768,26975,733,F
135769,49813,57,F
135770,34761,596,C
135771,41577,397,B
135772,7733,110,C
135773,39891,461,D
135774,10986,781,A
135775,1700,8,D
135776,30093,926,F
135777,13878,236,F
135778,9852,745,D
135779,38756,928,D
135780,34692,847,F
135781,7075,879,D
135782,36813,982,A
135783,184,814,A
135784,48902,900,D
135785,2471,553,A
135786,3372,554,F
135787,47672,842,A
135788,40137,609,C
135789,37461,563,A
135790,31694,707,F
135791,23196,810,B
135792,10414,8,F
135793,49260,827,C
135794,27067,582,B
135795,29444,604,D
135796,40761,418,B
135797,20719,836,C
135798,30786,303,C
135799,21220,698,F
135800,29750,920,D
135801,3234,920,B
135802,38467,404,C
135803,32332,619,F
135804,16451,225,C
135805,19952,301,D
135806,15069,391,A
135807,13746,442,C
135808,40019,495,B
135809,6249,311,A
135810,3082,220,B
135811,43972,966,A
135812,27579,632,C
135813,22128,605,A
135814,32607,941,B
135815,6924,782,B
135816,46192,876,A
135817,46995,681,D
135818,38135,925,C
135819,5224,874,B
135820,1213,211,A
135821,6366,853,D
135822,40682,337,D
135823,16058,709,F
135824,36379,934,A
135825,11081,134,A
135826,9493,201,A
135827,37958,217,A
135828,15816,169,C
135829,25789,869,D
135830,12536,671,A
135831,30053,918,C
135832,5002,212,F
135833,41495,925,B
135834,12505,449,C
135835,32851,16,B
135836,11343,939,F
135837,22336,134,A
135838,6269,469,C
135839,45695,813,B
135840,1906,147,F
135841,42216,384,A
135842,34251,550,A
135843,4230,895,C
135844,34884,156,A
135845,745,479,F
135846,1058,171,D
135847,45460,282,C
135848,28787,176,A
135849,36724,683,A
135850,49110,813,A
135851,29118,179,F
135852,1042,965,F
135853,12992,453,B
135854,11397,830,F
135855,143,77,B
135856,46558,334,F
135857,2698,823,C
135858,25211,329,D
135859,13349,963,D
135860,9494,45,C
135861,24451,2,F
135862,37222,545,C
135863,28917,934,A
135864,47471,188,A
135865,15978,121,D
135866,3296,136,D
135867,7780,963,B
135868,14167,757,F
135869,46246,834,A
135870,2978,679,D
135871,45378,837,F
135872,703,390,F
135873,19147,71,F
135874,30324,752,B
135875,27309,886,B
135876,1469,409,D
135877,3184,269,B
135878,27626,541,A
135879,46656,639,B
135880,47922,621,A
135881,48483,586,D
135882,34245,194,B
135883,18642,298,B
135884,7344,329,A
135885,2883,410,C
135886,30361,585,B
135887,48360,981,A
135888,18721,35,B
135889,49140,299,D
135890,8371,813,A
135891,39101,674,F
135892,14600,395,F
135893,3625,743,D
135894,18416,959,B
135895,17153,783,B
135896,6704,843,C
135897,34666,255,D
135898,41730,300,C
135899,23891,809,F
135900,49561,771,D
135901,1889,747,F
135902,24951,215,B
135903,47499,618,C
135904,9886,116,C
135905,3343,253,F
135906,42530,389,A
135907,3963,94,D
135908,38656,842,C
135909,36243,696,A
135910,39332,833,F
135911,8936,139,A
135912,3950,678,C
135913,7124,690,C
135914,35376,143,F
135915,21301,555,D
135916,27381,41,F
135917,10014,185,F
135918,9118,429,F
135919,10644,238,F
135920,45817,189,F
135921,1730,933,B
135922,30063,432,B
135923,18741,400,F
135924,2742,360,B
135925,46442,594,B
135926,36197,740,A
135927,14508,341,B
135928,3118,155,B
135929,42397,699,F
135930,35037,727,D
135931,45140,892,B
135932,36405,947,C
135933,4313,787,D
135934,5621,404,A
135935,35181,493,C
135936,47658,894,A
135937,46909,837,A
135938,1205,61,D
135939,27087,915,A
135940,20417,590,F
135941,3614,879,B
135942,2140,160,B
135943,6667,791,D
135944,33142,111,D
135945,38814,737,C
135946,25867,781,C
135947,31180,873,B
135948,33211,870,B
135949,35673,675,C
135950,23529,180,A
135951,33335,844,B
135952,19244,606,B
135953,102,211,D
135954,43391,653,D
135955,30714,790,D
135956,29456,928,D
135957,10289,588,B
135958,1229,94,C
135959,1409,430,A
135960,37842,953,C
135961,15724,735,D
135962,5905,158,D
135963,7061,399,B
135964,22271,120,D
135965,44238,674,A
135966,7066,63,F
135967,22520,829,F
135968,46797,714,C
135969,42616,174,D
135970,33646,559,F
135971,16827,889,C
135972,28297,936,B
135973,25767,812,F
135974,9765,86,B
135975,10151,471,B
135976,39899,659,F
135977,29416,329,C
135978,23127,188,B
135979,6934,327,D
135980,5784,679,A
135981,40513,321,F
135982,23567,400,D
135983,4318,57,F
135984,22905,507,C
135985,36584,70,F
135986,4080,965,B
135987,41274,185,A
135988,12543,968,B
135989,23643,820,C
135990,6587,997,C
135991,24955,450,B
135992,23799,198,A
135993,22671,792,F
135994,1343,91,F
135995,8264,497,B
135996,29787,413,F
135997,31667,253,F
135998,34634,246,A
135999,4243,718,C
136000,18281,506,C
136001,22760,84,A
136002,42532,616,B
136003,21159,955,B
136004,2706,844,F
136005,22663,761,B
136006,46736,924,A
136007,16903,351,D
136008,31051,545,B
136009,37525,568,B
136010,39049,236,F
136011,5018,393,A
136012,11544,753,C
136013,20082,114,D
136014,12449,742,D
136015,18805,447,F
136016,32705,713,F
136017,14183,588,C
136018,17349,342,D
136019,24735,338,C
136020,20953,489,D
136021,26091,163,A
136022,2971,535,F
136023,6750,386,C
136024,11293,370,F
136025,47214,222,B
136026,24815,46,A
136027,7985,255,B
136028,22534,116,D
136029,15279,249,B
136030,717,644,B
136031,35403,141,B
136032,6917,843,F
136033,19422,298,C
136034,13784,580,C
136035,37191,30,F
136036,30004,380,D
136037,20626,774,C
136038,6834,944,B
136039,8005,119,A
136040,3677,820,D
136041,29646,543,A
136042,24625,648,A
136043,7751,539,D
136044,48310,334,D
136045,11445,591,F
136046,42767,507,F
136047,34404,303,B
136048,8212,117,F
136049,6319,771,F
136050,46787,266,B
136051,5041,389,A
136052,9652,2,F
136053,13180,548,F
136054,2716,39,F
136055,45598,476,B
136056,252,962,D
136057,17473,476,D
136058,31017,40,D
136059,557,802,F
136060,40370,412,F
136061,6177,846,D
136062,35331,310,B
136063,31203,740,C
136064,38466,806,F
136065,20157,926,F
136066,26701,422,C
136067,9341,501,D
136068,33385,364,B
136069,26448,664,A
136070,48435,747,D
136071,34702,224,C
136072,40464,143,F
136073,49243,836,F
136074,4471,203,B
136075,27521,923,A
136076,32945,291,B
136077,19210,726,D
136078,37504,425,D
136079,16321,566,C
136080,21928,446,A
136081,39386,556,C
136082,49594,972,B
136083,41474,147,D
136084,4554,997,B
136085,37649,556,A
136086,15518,449,F
136087,10886,789,B
136088,45476,954,B
136089,21872,427,B
136090,28651,136,F
136091,21515,978,B
136092,42317,82,F
136093,5400,574,C
136094,44733,145,B
136095,17988,963,B
136096,35878,619,A
136097,13519,367,C
136098,32624,458,C
136099,20818,496,F
136100,6560,582,C
136101,17218,245,B
136102,5729,627,A
136103,10996,174,C
136104,16986,502,C
136105,43506,368,F
136106,29653,129,A
136107,45521,638,A
136108,47774,874,A
136109,14949,552,D
136110,41371,428,B
136111,30635,371,B
136112,21163,642,B
136113,28826,320,B
136114,30766,802,F
136115,8754,912,B
136116,48896,880,B
136117,16205,188,B
136118,30423,278,A
136119,4688,786,A
136120,34321,795,B
136121,29962,887,D
136122,16753,595,F
136123,48494,934,D
136124,47560,328,F
136125,46963,413,C
136126,42203,867,C
136127,47808,234,C
136128,6625,193,D
136129,13665,832,D
136130,41827,848,C
136131,9612,237,F
136132,11552,459,F
136133,43338,849,F
136134,41495,168,C
136135,26623,714,D
136136,4418,739,F
136137,11279,168,C
136138,11122,130,D
136139,44059,728,C
136140,33326,427,A
136141,34934,388,A
136142,31109,786,B
136143,40721,809,B
136144,22474,693,F
136145,14652,137,A
136146,31,347,A
136147,16778,696,B
136148,3360,151,C
136149,20040,185,C
136150,28508,840,F
136151,18305,699,C
136152,42471,876,A
136153,27843,126,C
136154,11071,253,D
136155,20866,317,A
136156,12195,660,B
136157,37024,281,A
136158,35913,13,C
136159,20052,71,A
136160,4056,7,F
136161,1183,791,D
136162,3355,166,D
136163,47036,212,D
136164,34162,600,C
136165,31257,830,F
136166,44126,128,F
136167,3005,327,A
136168,35302,437,B
136169,35634,54,C
136170,15037,735,A
136171,45769,201,A
136172,15468,980,D
136173,18661,742,F
136174,10419,183,B
136175,11385,171,F
136176,18438,797,D
136177,11421,279,A
136178,24715,76,D
136179,47221,322,C
136180,18794,583,A
136181,35048,876,C
136182,1611,874,A
136183,12640,798,A
136184,41445,690,A
136185,37173,74,C
136186,42924,948,F
136187,17105,581,C
136188,15772,997,B
136189,5644,232,F
136190,32094,924,D
136191,28630,730,A
136192,38346,628,F
136193,3057,985,A
136194,44979,587,A
136195,46486,228,D
136196,19583,523,C
136197,37846,941,C
136198,20398,939,B
136199,27676,439,C
136200,6405,878,C
136201,19761,447,D
136202,6922,215,D
136203,19698,568,A
136204,35813,652,C
136205,15402,144,B
136206,36330,561,F
136207,18375,81,F
136208,32126,679,A
136209,48526,953,A
136210,46408,472,F
136211,8720,641,F
136212,17218,34,D
136213,25712,685,F
136214,372,858,F
136215,37575,160,F
136216,5031,175,C
136217,9172,720,D
136218,23843,211,B
136219,26758,409,F
136220,14238,611,B
136221,36912,929,C
136222,29023,947,F
136223,39595,992,A
136224,40121,524,F
136225,7250,292,A
136226,20710,77,D
136227,6263,756,D
136228,34418,454,F
136229,3293,509,D
136230,13405,585,F
136231,23157,433,F
136232,3681,749,B
136233,36471,57,A
136234,10431,179,D
136235,39084,235,A
136236,18442,769,C
136237,41234,620,F
136238,23275,861,F
136239,18219,92,D
136240,15024,94,B
136241,48652,625,C
136242,13549,723,B
136243,36749,179,A
136244,1513,786,B
136245,4229,74,D
136246,182,729,B
136247,44228,448,A
136248,28443,923,B
136249,22895,954,F
136250,25345,500,A
136251,43776,779,C
136252,43346,679,D
136253,49184,217,C
136254,1796,705,A
136255,18517,622,C
136256,31442,513,A
136257,35499,504,B
136258,3426,344,D
136259,35786,978,C
136260,47433,324,B
136261,10881,849,A
136262,39555,140,A
136263,6297,796,A
136264,14804,848,C
136265,45941,685,C
136266,31136,722,A
136267,13906,977,D
136268,42822,828,A
136269,34438,837,C
136270,32366,991,A
136271,37844,437,F
136272,10667,204,C
136273,19808,806,D
136274,11734,503,B
136275,9821,741,A
136276,23344,354,B
136277,23025,767,B
136278,22635,963,D
136279,4889,46,D
136280,25785,107,C
136281,40271,914,F
136282,36755,798,B
136283,34720,391,C
136284,7931,214,F
136285,41767,398,A
136286,49775,483,D
136287,43481,441,C
136288,13578,718,C
136289,44866,485,A
136290,25803,34,D
136291,31900,900,C
136292,35811,425,C
136293,1140,726,F
136294,3067,938,D
136295,46409,347,B
136296,19582,505,C
136297,29841,269,B
136298,35183,318,D
136299,36836,834,B
136300,27250,557,A
136301,414,180,C
136302,43837,591,C
136303,23149,4,D
136304,26671,939,A
136305,24834,943,B
136306,21040,374,A
136307,22361,721,D
136308,43526,965,C
136309,20276,14,C
136310,18843,950,C
136311,159,918,F
136312,31377,35,F
136313,33841,84,D
136314,30100,586,D
136315,39651,87,A
136316,26469,30,C
136317,48291,684,A
136318,44793,453,A
136319,27792,769,C
136320,2489,633,A
136321,27301,559,F
136322,18757,810,B
136323,27226,445,A
136324,18663,607,B
136325,17807,86,F
136326,11073,991,C
136327,26148,766,A
136328,32311,329,C
136329,48032,892,C
136330,5268,256,C
136331,8361,54,C
136332,43281,629,B
136333,12362,337,D
136334,507,837,F
136335,11062,295,A
136336,23654,134,A
136337,27060,964,A
136338,36474,432,C
136339,11707,906,F
136340,47884,214,D
136341,8659,136,D
136342,33039,592,B
136343,37030,222,B
136344,28993,386,F
136345,43144,984,B
136346,40105,209,D
136347,35947,555,F
136348,27332,857,D
136349,6245,792,F
136350,32448,767,A
136351,23383,612,C
136352,40294,229,F
136353,6775,397,C
136354,12946,71,A
136355,26124,275,C
136356,38686,689,B
136357,36232,622,A
136358,29369,2,D
136359,29233,790,D
136360,33355,544,B
136361,28847,141,F
136362,7223,505,C
136363,45418,245,C
136364,30609,738,F
136365,25651,716,D
136366,39978,468,C
136367,26751,773,D
136368,31469,178,F
136369,1676,857,F
136370,38974,312,A
136371,24360,722,C
136372,16270,247,B
136373,23436,324,F
136374,29718,151,A
136375,21565,124,F
136376,1320,921,F
136377,10600,761,F
136378,1907,966,F
136379,48429,42,F
136380,28620,865,C
136381,24690,170,A
136382,47763,962,F
136383,20223,915,A
136384,6480,78,C
136385,20625,261,C
136386,42149,40,D
136387,48645,334,A
136388,22796,25,C
136389,19672,484,B
136390,12881,256,C
136391,17427,749,F
136392,41265,164,B
136393,12084,630,C
136394,16404,71,D
136395,39811,413,A
136396,31307,55,B
136397,32631,849,F
136398,41438,132,D
136399,39809,35,A
136400,11552,564,F
136401,44002,122,D
136402,5544,491,A
136403,28439,880,F
136404,2902,633,B
136405,42664,637,D
136406,16851,884,D
136407,42197,684,B
136408,46478,751,F
136409,49692,513,D
136410,30397,244,A
136411,20363,225,B
136412,4214,464,B
136413,14591,811,B
136414,41216,723,B
136415,15501,962,B
136416,9298,716,F
136417,42895,425,D
136418,8912,242,B
136419,23209,970,A
136420,12247,874,A
136421,672,235,B
136422,3914,635,D
136423,9062,14,B
136424,2549,354,B
136425,19991,169,B
136426,8026,891,A
136427,15785,453,B
136428,24150,460,D
136429,28803,970,D
136430,21770,662,F
136431,3340,743,D
136432,32491,270,B
136433,32681,145,A
136434,47535,124,A
136435,26067,887,A
136436,49697,592,D
136437,35912,810,B
136438,25741,548,A
136439,19403,904,F
136440,41009,380,D
136441,22963,23,A
136442,39671,856,B
136443,22514,62,C
136444,18898,295,D
136445,29551,556,B
136446,23822,548,B
136447,8110,574,C
136448,2231,215,B
136449,29756,27,C
136450,35278,745,C
136451,40008,50,B
136452,41011,603,B
136453,45301,18,B
136454,31753,588,B
136455,25713,751,C
136456,2291,603,A
136457,26815,813,F
136458,21582,6,F
136459,10225,669,F
136460,20169,496,C
136461,41378,981,A
136462,25091,27,F
136463,9829,507,D
136464,37187,164,F
136465,35682,533,D
136466,27099,159,B
136467,41071,594,B
136468,39119,677,A
136469,27226,254,B
136470,42373,565,F
136471,41437,647,F
136472,21870,650,C
136473,27004,133,A
136474,35011,136,A
136475,18963,783,D
136476,36704,569,A
136477,38141,364,B
136478,27460,703,A
136479,38585,79,C
136480,49300,348,F
136481,18831,577,A
136482,35589,273,C
136483,33494,591,A
136484,46526,547,B
136485,7810,556,F
136486,39761,315,D
136487,49068,694,B
136488,23862,298,C
136489,27175,135,B
136490,7531,161,C
136491,41060,466,A
136492,40526,328,B
136493,12204,563,C
136494,49100,42,A
136495,47052,475,F
136496,7876,310,F
136497,49151,460,D
136498,20144,27,A
136499,33184,297,F
136500,26688,266,D
136501,43746,930,D
136502,47557,307,A
136503,34487,203,C
136504,24714,427,D
136505,31147,340,D
136506,29433,885,B
136507,31149,821,A
136508,34265,983,B
136509,14269,844,C
136510,9548,78,B
136511,796,462,F
136512,18024,770,D
136513,19509,775,B
136514,49398,250,A
136515,22777,180,D
136516,15538,144,D
136517,42364,635,A
136518,24349,220,F
136519,25368,359,B
136520,12978,422,B
136521,4197,843,D
136522,5314,387,B
136523,802,544,C
136524,43387,755,A
136525,11647,155,D
136526,24989,495,C
136527,39329,961,D
136528,27342,729,A
136529,15410,12,A
136530,8259,141,A
136531,39716,342,D
136532,37508,18,A
136533,47631,724,C
136534,43774,938,B
136535,44948,48,B
136536,15892,266,C
136537,12516,563,B
136538,15965,975,C
136539,28043,100,F
136540,40920,437,A
136541,4894,732,D
136542,17588,689,B
136543,15847,175,C
136544,41261,903,A
136545,6572,728,B
136546,44323,573,B
136547,1240,393,B
136548,27407,387,A
136549,38194,972,A
136550,23450,338,A
136551,27302,195,C
136552,46478,636,C
136553,46739,809,C
136554,16466,70,B
136555,12870,924,B
136556,37961,584,C
136557,11494,504,F
136558,46219,702,D
136559,2330,128,D
136560,38371,267,B
136561,26693,203,D
136562,48605,120,F
136563,12024,792,D
136564,7877,949,A
136565,27190,514,B
136566,30774,879,B
136567,10296,208,F
136568,25541,43,F
136569,38529,752,C
136570,24582,80,A
136571,33790,306,F
136572,35828,209,B
136573,6197,226,F
136574,29480,511,F
136575,12920,877,C
136576,15268,209,F
136577,46132,986,F
136578,18604,828,D
136579,28749,981,C
136580,10984,103,D
136581,13163,820,A
136582,43529,851,D
136583,14486,924,A
136584,9128,620,D
136585,12057,343,A
136586,11770,912,F
136587,31018,180,C
136588,7210,809,C
136589,3224,675,D
136590,48929,723,C
136591,11112,915,D
136592,30187,994,D
136593,8779,561,F
136594,49968,161,D
136595,9067,754,F
136596,33898,48,F
136597,9975,374,D
136598,41774,379,A
136599,32439,10,A
136600,25959,617,B
136601,32843,704,F
136602,24670,608,A
136603,42694,18,F
136604,12802,367,A
136605,48076,823,A
136606,10293,990,A
136607,7665,774,D
136608,40801,130,C
136609,44642,979,A
136610,21690,164,A
136611,215,87,F
136612,40952,836,F
136613,7557,585,B
136614,30938,952,C
136615,2537,80,D
136616,11690,305,B
136617,36775,150,D
136618,27613,561,B
136619,12209,63,A
136620,26030,51,B
136621,42854,92,A
136622,49584,251,D
136623,33747,439,B
136624,24109,655,B
136625,28405,709,B
136626,7487,468,C
136627,27985,15,D
136628,15823,22,C
136629,12030,751,C
136630,12696,858,F
136631,5643,292,B
136632,17967,739,C
136633,9846,93,A
136634,13299,394,D
136635,30679,905,D
136636,21698,153,D
136637,10283,388,F
136638,1270,451,C
136639,5557,829,C
136640,17595,970,F
136641,13522,235,B
136642,29660,900,B
136643,20175,40,F
136644,18910,74,D
136645,29703,712,A
136646,48939,482,D
136647,42669,413,A
136648,24612,142,A
136649,37582,656,B
136650,10364,952,F
136651,28955,923,F
136652,734,66,F
136653,29094,326,B
136654,1662,913,C
136655,14571,983,A
136656,1588,565,F
136657,43879,917,C
136658,25959,330,F
136659,47346,495,F
136660,26150,477,A
136661,17119,942,A
136662,39799,689,B
136663,14755,944,C
136664,46110,110,C
136665,8173,291,C
136666,26268,969,D
136667,20237,39,D
136668,11384,333,D
136669,12745,380,A
136670,21402,149,D
136671,11718,699,C
136672,6718,980,B
136673,12192,475,D
136674,36844,359,C
136675,42289,561,C
136676,24092,758,B
136677,44195,990,D
136678,2760,890,A
136679,12242,446,C
136680,34144,145,B
136681,4670,686,F
136682,5142,195,B
136683,10113,299,D
136684,27590,261,C
136685,41753,714,A
136686,37748,579,D
136687,3023,885,D
136688,10853,319,B
136689,5389,855,F
136690,44212,246,F
136691,34666,398,A
136692,40038,186,B
136693,18214,789,B
136694,18342,888,A
136695,38952,481,D
136696,32733,173,A
136697,49511,904,D
136698,47206,104,D
136699,39833,90,F
136700,47,425,B
136701,9890,340,C
136702,32914,500,F
136703,44845,847,C
136704,16056,64,A
136705,32104,840,C
136706,20956,470,B
136707,14445,495,D
136708,26842,810,A
136709,16697,843,A
136710,11132,304,C
136711,48382,274,A
136712,49001,131,F
136713,3137,792,C
136714,41788,53,F
136715,2691,304,B
136716,46360,55,D
136717,34245,188,D
136718,25632,865,C
136719,2509,127,F
136720,42933,332,A
136721,45859,401,D
136722,45756,948,B
136723,38388,614,D
136724,47840,837,C
136725,40212,534,D
136726,37173,157,C
136727,43078,750,B
136728,31582,298,B
136729,31570,146,D
136730,36729,506,B
136731,7994,507,B
136732,16011,716,D
136733,35746,298,A
136734,7936,581,C
136735,29584,267,B
136736,16617,709,A
136737,23495,584,C
136738,39946,822,B
136739,37656,343,B
136740,39279,52,B
136741,44547,367,F
136742,21263,942,D
136743,36726,4,C
136744,38897,270,B
136745,30939,597,F
136746,37948,524,F
136747,46595,956,F
136748,42696,553,F
136749,34147,994,B
136750,22583,47,A
136751,6814,221,B
136752,28921,918,D
136753,39308,45,B
136754,37793,494,A
136755,47920,163,C
136756,21884,458,F
136757,1130,874,A
136758,15598,309,B
136759,49529,808,F
136760,26089,26,B
136761,35022,692,C
136762,2841,664,C
136763,37936,943,D
136764,4985,58,C
136765,36574,429,A
136766,48174,345,B
136767,14596,33,D
136768,43825,604,F
136769,7758,336,A
136770,41380,895,A
136771,20431,818,D
136772,12067,179,F
136773,15987,106,C
136774,400,245,C
136775,25366,618,F
136776,26607,831,D
136777,5299,400,A
136778,45982,537,D
136779,20366,232,D
136780,6729,208,D
136781,47233,718,A
136782,22203,135,D
136783,19331,209,F
136784,28866,580,B
136785,29804,950,A
136786,19174,256,C
136787,26549,471,A
136788,43014,194,F
136789,29347,590,F
136790,44113,511,B
136791,35042,982,B
136792,20996,734,F
136793,43600,520,D
136794,29029,474,A
136795,23950,260,C
136796,41142,956,A
136797,35022,662,A
136798,1077,98,B
136799,17372,870,D
136800,39341,655,B
136801,5277,527,D
136802,25121,537,C
136803,38693,892,C
136804,43349,147,F
136805,12336,313,F
136806,1281,421,D
136807,31217,926,D
136808,4606,716,B
136809,7213,274,A
136810,30521,843,D
136811,44490,646,A
136812,42114,138,A
136813,18215,969,A
136814,22740,750,B
136815,4384,848,D
136816,34295,954,F
136817,46005,330,A
136818,23502,887,D
136819,3305,540,C
136820,7992,666,A
136821,9151,176,C
136822,19074,308,F
136823,24402,344,C
136824,7352,129,C
136825,21155,241,B
136826,24883,607,C
136827,23135,929,F
136828,28955,26,C
136829,48143,527,F
136830,12562,505,D
136831,16285,123,A
136832,5164,751,F
136833,21428,288,A
136834,39699,849,D
136835,32806,803,F
136836,6044,299,F
136837,24251,521,B
136838,25360,660,C
136839,4019,440,D
136840,44257,360,A
136841,42533,260,F
136842,6518,771,F
136843,27016,851,F
136844,25960,59,A
136845,4710,72,F
136846,41519,820,C
136847,29810,830,D
136848,16161,953,F
136849,42306,140,B
136850,42020,627,B
136851,18291,489,A
136852,35792,635,B
136853,1927,67,D
136854,8333,241,D
136855,41044,851,B
136856,12599,897,D
136857,43022,660,F
136858,8585,161,B
136859,34756,324,B
136860,19680,487,A
136861,31135,853,C
136862,17791,290,D
136863,33103,852,F
136864,8736,567,C
136865,24556,693,B
136866,4417,572,A
136867,19110,254,C
136868,4473,653,A
136869,43179,832,C
136870,13692,188,A
136871,16530,279,B
136872,8824,433,B
136873,16058,712,B
136874,31811,210,A
136875,5338,231,D
136876,23061,309,B
136877,8734,762,C
136878,4375,483,D
136879,18427,360,F
136880,45660,622,A
136881,1783,892,D
136882,39355,442,F
136883,25254,962,A
136884,29411,367,B
136885,34998,297,B
136886,2817,992,A
136887,41030,647,B
136888,3565,432,B
136889,4680,517,A
136890,47555,46,D
136891,44378,526,A
136892,5342,536,D
136893,45200,852,D
136894,42868,622,F
136895,33387,467,F
136896,17906,468,D
136897,10137,962,D
136898,2965,601,A
136899,19091,158,A
136900,49992,13,A
136901,44805,143,D
136902,17923,832,D
136903,35837,125,C
136904,25446,584,D
136905,43200,944,A
136906,4070,300,A
136907,47288,981,A
136908,15747,306,C
136909,16251,323,A
136910,21131,354,C
136911,24519,771,A
136912,8937,820,A
136913,31923,808,A
136914,24384,487,D
136915,26217,4,F
136916,11746,987,B
136917,18579,177,F
136918,36639,108,C
136919,30998,637,D
136920,26212,75,D
136921,1710,714,D
136922,39152,405,B
136923,35544,294,C
136924,26145,996,A
136925,33171,951,B
136926,33996,168,C
136927,30931,70,C
136928,17060,148,B
136929,43866,355,D
136930,32426,306,D
136931,27605,89,C
136932,24680,176,C
136933,7478,779,D
136934,39463,389,A
136935,17905,885,A
136936,9119,151,B
136937,33518,734,D
136938,34539,533,C
136939,31517,40,B
136940,32426,989,F
136941,13705,549,B
136942,19225,88,A
136943,9907,766,D
136944,40354,372,C
136945,37330,555,F
136946,47935,719,D
136947,7980,201,D
136948,1364,355,C
136949,24548,625,D
136950,7889,992,A
136951,23095,280,F
136952,34893,424,F
136953,8963,682,A
136954,37632,300,C
136955,8001,595,D
136956,16782,700,C
136957,22543,369,B
136958,21203,240,B
136959,15600,174,C
136960,26195,242,C
136961,4661,177,A
136962,32480,537,A
136963,37103,788,F
136964,2903,79,B
136965,334,622,D
136966,15654,879,F
136967,13634,546,C
136968,2061,823,B
136969,897,603,F
136970,39930,690,D
136971,126,293,B
136972,22087,487,B
136973,25006,498,D
136974,19192,969,F
136975,1102,903,F
136976,43147,971,C
136977,14358,702,C
136978,47436,525,D
136979,28681,879,F
136980,45500,955,C
136981,954,692,C
136982,24867,290,B
136983,38682,865,C
136984,31870,303,F
136985,1269,575,A
136986,15071,78,A
136987,22848,124,B
136988,5547,443,A
136989,8768,636,A
136990,960,135,D
136991,36140,134,A
136992,32459,445,B
136993,8831,466,C
136994,21669,44,D
136995,36119,906,F
136996,44533,754,A
136997,43640,810,B
136998,39969,172,D
136999,36437,924,B
137000,42810,221,D
137001,37081,79,A
137002,5325,302,F
137003,5462,309,F
137004,21955,30,B
137005,39233,99,C
137006,10712,550,D
137007,36317,517,A
137008,24679,176,C
137009,10989,917,B
137010,39047,280,C
137011,48410,56,C
137012,18919,37,B
137013,29861,224,B
137014,1188,605,C
137015,31919,340,F
137016,5973,646,C
137017,29732,668,C
137018,7100,552,A
137019,40008,102,A
137020,349,354,F
137021,21498,993,D
137022,19686,559,B
137023,9349,131,C
137024,33248,345,C
137025,28478,93,F
137026,27813,824,B
137027,4671,850,F
137028,18388,73,D
137029,15676,925,A
137030,37385,9,D
137031,25542,654,D
137032,45846,66,B
137033,48366,848,D
137034,38444,936,A
137035,35038,169,A
137036,8796,234,D
137037,14219,321,D
137038,16904,702,C
137039,10125,213,C
137040,19572,415,A
137041,31810,863,A
137042,48621,634,F
137043,11510,859,D
137044,47570,567,D
137045,1149,633,F
137046,39217,157,B
137047,12828,900,F
137048,5729,189,B
137049,13419,99,B
137050,16786,34,C
137051,25159,442,A
137052,39975,861,B
137053,33371,810,A
137054,8946,245,F
137055,2428,642,D
137056,30229,917,A
137057,35186,508,B
137058,9399,324,A
137059,35713,744,A
137060,18388,188,B
137061,26313,324,C
137062,13537,89,A
137063,21309,347,F
137064,2825,432,A
137065,10203,769,A
137066,39130,698,C
137067,669,199,A
